"IBRC_Geo_ID","State","District Name","Year","Births","Deaths","Net International Migration","Net Domestic Migration","Residual"
"6500011                            ","AL","South Central Alabama Development Commission","2000","1214","769","84","-680","8"
"6500011                            ","AL","South Central Alabama Development Commission","2001","5182","3377","298","-3062","-283"
"6500011                            ","AL","South Central Alabama Development Commission","2002","4846","3509","126","-2481","-289"
"6500011                            ","AL","South Central Alabama Development Commission","2003","4624","3360","-146","-1372","-431"
"6500011                            ","AL","South Central Alabama Development Commission","2004","4620","3372","447","-2463","-318"
"6500011                            ","AL","South Central Alabama Development Commission","2005","4647","3416","239","-1743","-336"
"6500011                            ","AL","South Central Alabama Development Commission","2006","4856","3478","392","1311","-253"
"6500011                            ","AL","South Central Alabama Development Commission","2007","5019","3302","250","-1460","-22"
"6500011                            ","AL","South Central Alabama Development Commission","2008","4872","3261","264","-3147","27"
"6500011                            ","AL","South Central Alabama Development Commission","2009","4733","3278","230","-2741","-13"
"6500011                            ","AL","South Central Alabama Development Commission","2010","1043","737","131","-231","-22"
"6500011                            ","AL","South Central Alabama Development Commission","2011","4510","3189","521","-2674","9"
"6500011                            ","AL","South Central Alabama Development Commission","2012","4397","3157","810","-3415","58"
"6500011                            ","AL","South Central Alabama Development Commission","2013","4274","3342","644","-3017","76"
"6500011                            ","AL","South Central Alabama Development Commission","2014","4452","3319","551","-3325","62"
"6500011                            ","AL","South Central Alabama Development Commission","2015","4443","3553","637","-2368","1"
"6500011                            ","AL","South Central Alabama Development Commission","2016","4376","3418","872","-2266","2"
"6500011                            ","AL","South Central Alabama Development Commission","2017","4301","3418","513","-2151","-7"
"6500011                            ","AL","South Central Alabama Development Commission","2018","4284","3432","491","-3187","3"
"6500011                            ","AL","South Central Alabama Development Commission","2019","4237","3477","410","-2824","4"
"6500011                            ","AL","South Central Alabama Development Commission","2020","4146","3822","332","-2708","-1"
"6500012                            ","AL","Southeast Alabama Regional Planning and Development Commission","1990","1069","646","19","196","-135"
"6500012                            ","AL","Southeast Alabama Regional Planning and Development Commission","1991","4265","2530","86","585","-19"
"6500012                            ","AL","Southeast Alabama Regional Planning and Development Commission","1992","4069","2716","78","96","-148"
"6500012                            ","AL","Southeast Alabama Regional Planning and Development Commission","1993","4068","2789","41","-8","-207"
"6500012                            ","AL","Southeast Alabama Regional Planning and Development Commission","1994","4006","2666","37","-430","-258"
"6500012                            ","AL","Southeast Alabama Regional Planning and Development Commission","1995","3920","2827","89","-275","-159"
"6500012                            ","AL","Southeast Alabama Regional Planning and Development Commission","1996","3832","2874","89","-741","-74"
